"w1","w2","count"
"im","very",2
"in","its",2
"in","mexico",2
"in","ohio",2
"in","particular",2
"information","in",2
"into","office",2
"is","bad",2
"is","how",2
"is","more",2
"it","a",2
"it","doesnt",2
"it","just",2
"job","killing",2
"jobs","we",2
"just","announced",2
"just","had",2
"just","one",2
"know","if",2
"know","look",2
"known","as",2
"last","week",2
"lets","see",2
"lie","to",2
"like","donald",2
"long","and",2
"look","how",2
"los","angeles",2
"love","this",2
"many","places",2
"me","do",2
"me","right",2
"mean","we",2
"much","more",2
"never","been",2
"never","had",2
"no","good",2
"nobody","has",2
"nobody","on",2
"nominee","for",2
"not","in",2
"now","have",2
"now","hes",2
"now","thats",2
"now","they",2
"now","you",2
"number","of",2
"number","two",2
"of","his",2
"of","regulations",2
"old","fashioned",2
"on","earth",2
"on","everything",2
"one","so",2
"one","way",2
"or","your",2
"our","military",2
"out","for",2
"out","it",2
"out","the",2
"out","to",2
"over","in",2
"people","give",2
"people","of",2
"people","so",2
"people","the",2
"people","theyre",2
"people","we",2
"plants","and",2
"politicians","dont",2
"probably","not",2
"put","new",2
"ran","for",2
"record","numbers",2
"reform","is",2
"review","of",2
"right","and",2
"right","its",2
"right","we",2
"safety","and",2
"saying","it",2
"saying","the",2
"seen","before",2
"she","does",2
"she","gets",2
"shes","been",2
"so","and",2
"so","happy",2
"something","we",2
"special","interests",2
"strong","military",2
"supreme","court",2
"sure","that",2
"talk","all",2
"telling","you",2
"terrorism","and",2
"than","a",2
"that","look",2
"that","many",2
"that","means",2
"that","one",2
"that","right",2
"that","says",2
"that","this",2
"thats","just",2
"the","african",2
"the","agreement",2
"the","beginning",2
"the","big",2
"the","border",2
"the","hispanic",2
"the","places",2
"the","republican",2
"the","second",2
"the","trump",2
"the","water",2
"their","families",2
"them","a",2
"then","you",2
"there","for",2
"there","were",2
"these","inner",2
"these","things",2
"they","did",2
"they","do",2
"they","gave",2
"they","spend",2
"theyre","in",2
"theyve","never",2
"things","you",2
"think","of",2
"this","administration",2
"this","was",2
"those","who",2
"time","im",2
"time","to",2
"to","all",2
"to","destroy",2
"to","negotiate",2
"to","our",2
"to","save",2
"to","washington",2
"together","and",2
"told","me",2
"trump","on",2
"turned","out",2
"two","cases",2
"unless","you",2
"us","all",2
"us","because",2
"use","the",2
"very","badly",2
"walked","in",2
"want","a",2
"wants","to",2
"was","honored",2
"was","one",2
"way","a",2
"way","its",2
"way","on",2
"way","the",2
"we","now",2
"we","should",2
"we","talk",2
"welcome","to",2
"well","go",2
"well","you",2
"were","on",2
"what","happened",2
"who","have",2
"who","in",2
"who","will",2
"will","do",2
"will","have",2
"with","great",2
"with","her",2
"words","and",2
"would","i",2
"wow","thats",2
"years","that",2
"you","and",2
"you","as",2
"you","believe",2
"you","cant",2
"you","got",2
"you","it",2
"you","need",2
"you","when",2
"you","wonder",2
