"season.num","season","team","wins","win.pct","season.rank","year","diff.wins.prev","diff.pct.prev"
32,"2007-08","UTA",54,0.658536585365854,8,2008,3,0.0588235294117648
33,"2008-09","UTA",48,0.585365853658537,11,2009,-6,-0.111111111111111
34,"2009-10","UTA",53,0.646341463414634,6,2010,5,0.104166666666667
35,"2010-11","UTA",39,0.475609756097561,18,2011,-14,-0.264150943396226
36,"2011-12","UTA",36,0.545454545454545,13,2012,-3,0.146853146853147
37,"2012-13","UTA",43,0.524390243902439,15,2013,7,-0.0386178861788617
38,"2013-14","UTA",25,0.304878048780488,26,2014,-18,-0.418604651162791
39,"2014-15","UTA",38,0.463414634146341,18,2015,13,0.52
40,"2015-16","UTA",40,0.48780487804878,19,2016,2,0.0526315789473683
1,"1976-77","WAS",48,0.585365853658537,6,1977,NA,NA
2,"1977-78","WAS",44,0.536585365853659,8,1978,-4,-0.0833333333333332
3,"1978-79","WAS",54,0.658536585365854,1,1979,10,0.227272727272727
4,"1979-80","WAS",39,0.475609756097561,11,1980,-15,-0.277777777777778
5,"1980-81","WAS",39,0.475609756097561,13,1981,0,0
6,"1981-82","WAS",43,0.524390243902439,12,1982,4,0.102564102564103
7,"1982-83","WAS",42,0.51219512195122,14,1983,-1,-0.0232558139534884
8,"1983-84","WAS",35,0.426829268292683,18,1984,-7,-0.166666666666667
9,"1984-85","WAS",40,0.48780487804878,13,1985,5,0.142857142857143
10,"1985-86","WAS",39,0.475609756097561,12,1986,-1,-0.025
11,"1986-87","WAS",42,0.51219512195122,10,1987,3,0.076923076923077
12,"1987-88","WAS",38,0.463414634146341,14,1988,-4,-0.0952380952380952
13,"1988-89","WAS",40,0.48780487804878,16,1989,2,0.0526315789473683
14,"1989-90","WAS",31,0.378048780487805,20,1990,-9,-0.225
15,"1990-91","WAS",30,0.365853658536585,20,1991,-1,-0.0322580645161291
16,"1991-92","WAS",25,0.304878048780488,23,1992,-5,-0.166666666666667
17,"1992-93","WAS",22,0.268292682926829,25,1993,-3,-0.12
18,"1993-94","WAS",24,0.292682926829268,23,1994,2,0.0909090909090908
19,"1994-95","WAS",21,0.25609756097561,25,1995,-3,-0.125
20,"1995-96","WAS",39,0.475609756097561,17,1996,18,0.857142857142857
21,"1996-97","WAS",44,0.536585365853659,13,1997,5,0.128205128205128
22,"1997-98","WAS",42,0.51219512195122,16,1998,-2,-0.0454545454545455
23,"1998-99","WAS",18,0.36,24,1999,-24,-0.297142857142857
24,"1999-00","WAS",29,0.353658536585366,24,2000,11,-0.0176151761517615
25,"2000-01","WAS",19,0.231707317073171,27,2001,-10,-0.344827586206896
26,"2001-02","WAS",37,0.451219512195122,19,2002,18,0.947368421052632
27,"2002-03","WAS",37,0.451219512195122,20,2003,0,0
28,"2003-04","WAS",25,0.304878048780488,27,2004,-12,-0.324324324324324
29,"2004-05","WAS",45,0.548780487804878,11,2005,20,0.8
30,"2005-06","WAS",42,0.51219512195122,13,2006,-3,-0.0666666666666667
31,"2006-07","WAS",41,0.5,14,2007,-1,-0.0238095238095238
32,"2007-08","WAS",43,0.524390243902439,14,2008,2,0.0487804878048781
33,"2008-09","WAS",19,0.231707317073171,28,2009,-24,-0.558139534883721
34,"2009-10","WAS",26,0.317073170731707,26,2010,7,0.368421052631579
35,"2010-11","WAS",23,0.280487804878049,27,2011,-3,-0.115384615384615
36,"2011-12","WAS",20,0.303030303030303,29,2012,-3,0.0803689064558629
37,"2012-13","WAS",29,0.353658536585366,23,2013,9,0.167073170731707
38,"2013-14","WAS",44,0.536585365853659,14,2014,15,0.517241379310345
39,"2014-15","WAS",46,0.560975609756098,12,2015,2,0.0454545454545455
40,"2015-16","WAS",41,0.5,17,2016,-5,-0.108695652173913
